ERR2539161
ENSG00000223972	0
ENSG00000227232	85
ENSG00000278267	105
ENSG00000243485	1
ENSG00000284332	0
ENSG00000237613	0
ENSG00000268020	0
ENSG00000240361	0
ENSG00000186092	0
ENSG00000238009	12
ENSG00000239945	0
ENSG00000233750	0
ENSG00000268903	415
ENSG00000269981	154
ENSG00000239906	2
ENSG00000241860	88
ENSG00000222623	0
ENSG00000241599	0
ENSG00000279928	0
ENSG00000279457	748
ENSG00000273874	1
ENSG00000228463	76
ENSG00000236679	0
ENSG00000236601	0
ENSG00000237094	350
ENSG00000269732	0
ENSG00000284733	0
ENSG00000233653	0
ENSG00000250575	0
ENSG00000278757	1
ENSG00000230021	155
ENSG00000235146	0
ENSG00000225972	260
ENSG00000225630	70083
ENSG00000237973	15785
ENSG00000278791	4
ENSG00000229344	425
ENSG00000240409	223
ENSG00000248527	437935
ENSG00000198744	1349
ENSG00000268663	0
ENSG00000284662	0
ENSG00000229376	0
ENSG00000228327	1683
ENSG00000223181	4
ENSG00000229905	0
ENSG00000237491	1113
ENSG00000230092	625
ENSG00000177757	121
ENSG00000228794	16230
ENSG00000225880	1526
ENSG00000230368	6
ENSG00000234711	1
ENSG00000283040	1
ENSG00000272438	100
ENSG00000230699	449
ENSG00000241180	12
ENSG00000223764	3930
ENSG00000187634	4405
ENSG00000188976	19877
ENSG00000187961	2648
ENSG00000187583	789
ENSG00000187642	458
ENSG00000272512	413
ENSG00000188290	7717
ENSG00000187608	4565
ENSG00000231702	3
ENSG00000224969	1
ENSG00000188157	56378
ENSG00000242590	0
ENSG00000217801	83
ENSG00000273443	1
ENSG00000237330	323
ENSG00000131591	3951
ENSG00000223823	93
ENSG00000207730	63
ENSG00000207607	74
ENSG00000198976	200
ENSG00000272141	1564
ENSG00000205231	5
ENSG00000162571	123
ENSG00000186891	322
ENSG00000186827	581
ENSG00000078808	49907
ENSG00000176022	9082
ENSG00000184163	126
ENSG00000260179	14
ENSG00000160087	11807
ENSG00000230415	21
ENSG00000162572	1954
ENSG00000131584	10900
ENSG00000278073	0
ENSG00000169972	2805
ENSG00000127054	28781
ENSG00000283712	0
ENSG00000240731	405
ENSG00000224051	10319
ENSG00000169962	134
ENSG00000107404	21616
ENSG00000284372	0
ENSG00000162576	24379
ENSG00000175756	15842
ENSG00000223663	3
ENSG00000221978	47958
ENSG00000224870	4687
ENSG00000242485	18194
ENSG00000264293	0
ENSG00000272455	1042
ENSG00000235098	3870
ENSG00000225905	357
ENSG00000205116	0
ENSG00000225285	640
ENSG00000179403	73331
ENSG00000215915	804
ENSG00000160072	4411
ENSG00000284740	87
ENSG00000197785	5499
ENSG00000205090	195
ENSG00000160075	32262
ENSG00000215014	293
ENSG00000274481	1
ENSG00000228594	1540
ENSG00000272106	6289
ENSG00000197530	10033
ENSG00000189409	303
ENSG00000248333	5830
ENSG00000272004	54
ENSG00000189339	42804
ENSG00000269737	8
ENSG00000215914	29
ENSG00000008128	478
ENSG00000268575	2520
ENSG00000227775	21
ENSG00000215790	2396
ENSG00000008130	19349
ENSG00000078369	105350
ENSG00000231050	168
ENSG00000169885	123
ENSG00000178821	608
ENSG00000142609	178
ENSG00000233542	1
ENSG00000187730	115
ENSG00000226969	19
ENSG00000067606	11807
ENSG00000271806	2
ENSG00000182873	557
ENSG00000162585	12381
ENSG00000234396	17
ENSG00000157933	51724
ENSG00000116151	2879
ENSG00000272161	25
ENSG00000269896	1750
ENSG00000272420	198
ENSG00000157916	38355
ENSG00000157911	24615
ENSG00000149527	9644
ENSG00000224387	3
ENSG00000229393	5
ENSG00000157881	6659
ENSG00000197921	35
ENSG00000272449	677
ENSG00000238164	1698
ENSG00000157873	26913
ENSG00000225931	42
ENSG00000228037	47
ENSG00000157870	9772
ENSG00000142606	1777
ENSG00000237058	1
ENSG00000215912	993
ENSG00000283259	3
ENSG00000233234	1
ENSG00000231630	1
ENSG00000284745	0
ENSG00000169717	1
ENSG00000177133	259
ENSG00000142611	975
ENSG00000283572	0
ENSG00000226286	0
ENSG00000279839	0
ENSG00000272235	2
ENSG00000130762	6004
ENSG00000272088	32
ENSG00000162591	8906
ENSG00000207776	0
ENSG00000238260	95
ENSG00000158109	22009
ENSG00000116213	5477
ENSG00000078900	1795
ENSG00000227589	8
ENSG00000235131	0
ENSG00000227372	10046
ENSG00000276189	0
ENSG00000162592	5
ENSG00000235169	1096
ENSG00000130764	21354
ENSG00000266075	27
ENSG00000272153	89
ENSG00000116198	13186
ENSG00000169598	3020
ENSG00000198912	5638
ENSG00000236423	558
ENSG00000233304	23
ENSG00000226374	11
ENSG00000284668	3
ENSG00000284703	3
ENSG00000229280	3
ENSG00000235054	16
ENSG00000284694	0
ENSG00000227169	1
ENSG00000232596	2
ENSG00000196581	1838
ENSG00000284739	0
ENSG00000284674	0
ENSG00000231510	1
ENSG00000284616	0
ENSG00000284692	11
ENSG00000284666	0
ENSG00000260972	1
ENSG00000283356	0
ENSG00000236948	2
ENSG00000264341	0
ENSG00000264101	1
ENSG00000131697	6151
ENSG00000069424	5482
ENSG00000116254	872
ENSG00000116251	121351
ENSG00000226944	54
ENSG00000158286	4731
ENSG00000116237	21586
ENSG00000225077	7
ENSG00000173673	0
ENSG00000158292	5012
ENSG00000097021	4309
ENSG00000271746	128
ENSG00000069812	2259
ENSG00000187017	1653
ENSG00000265392	0
ENSG00000231868	0
ENSG00000215788	2188
ENSG00000171680	3723
ENSG00000162408	9307
ENSG00000253022	0
ENSG00000229519	8
ENSG00000173662	71
ENSG00000204859	6576
ENSG00000162413	27365
ENSG00000116273	5019
ENSG00000041988	2868
ENSG00000007923	13008
ENSG00000228750	4
ENSG00000284744	3
ENSG00000237436	128
ENSG00000171735	9408
ENSG00000227950	6
ENSG00000237365	1
ENSG00000207056	0
ENSG00000237402	1
ENSG00000237728	1
ENSG00000225126	2
ENSG00000270171	27
ENSG00000270035	16
ENSG00000269978	22
ENSG00000049245	34755
ENSG00000269925	136
ENSG00000049246	17322
ENSG00000236266	14
ENSG00000049247	111
ENSG00000049249	310
ENSG00000270330	1
ENSG00000116288	49735
ENSG00000200344	0
ENSG00000284747	207
ENSG00000284716	1
ENSG00000116285	16923
ENSG00000238290	87
ENSG00000232848	17
ENSG00000229305	1
ENSG00000227634	12
ENSG00000200975	0
ENSG00000233645	0
ENSG00000251977	0
ENSG00000162426	1672
ENSG00000252254	2
ENSG00000142599	263947
ENSG00000232912	188
ENSG00000221083	7
ENSG00000270282	0
ENSG00000234619	6
ENSG00000224315	32
ENSG00000222511	9
ENSG00000226545	5
ENSG00000228423	21
ENSG00000229716	14
ENSG00000074800	112924
ENSG00000274258	0
